target_flux_per_ky_0,target_flux_per_ky_1,target_flux_per_ky_2,target_flux_per_ky_3,target_flux_per_ky_4,target_flux_per_ky_5,target_flux_per_ky_6,target_flux_per_ky_7,target_flux_per_ky_8,target_flux_per_ky_9,target_flux_per_ky_10,target_flux_per_ky_11,target_flux_per_ky_12,target_flux_per_ky_13,target_flux_per_ky_14,target_flux_per_ky_15,target_flux_per_ky_16,target_flux_per_ky_17,target_flux_per_ky_18,target_flux_per_ky_19,target_flux_per_ky_20,target_flux_per_ky_21,target_flux_per_ky_22,target_flux_per_ky_23,target_flux_per_ky_24,target_flux_per_ky_25,target_flux_per_ky_26,target_flux_per_ky_27,target_flux_per_ky_28,target_flux_per_ky_29,target_flux_per_ky_30,target_flux_per_ky_31,target_flux_per_ky_32,target_flux_per_ky_33,target_flux_per_ky_34,target_flux_per_ky_35,target_flux_per_ky_36,target_flux_per_ky_37,target_flux_per_ky_38,target_flux_per_ky_39,target_flux_per_ky_40,target_flux_per_ky_41,target_flux_per_ky_42,target_flux_per_ky_43,target_flux_per_ky_44,target_flux_per_ky_45,target_flux_per_ky_46,target_flux_per_ky_47,target_flux_per_ky_48,target_flux_per_ky_49,target_flux_per_ky_50,target_flux_per_ky_51,target_flux_per_ky_52,target_flux_per_ky_53,target_flux_per_ky_54,target_flux_per_ky_55,target_flux_per_ky_56,target_flux_per_ky_57,target_flux_per_ky_58,target_flux_per_ky_59,target_flux_per_ky_60,target_flux_per_ky_61,target_flux_per_ky_62,target_flux_per_ky_63,target_flux_per_ky_64,target_flux_per_ky_65,target_flux_per_ky_66,target_flux_per_ky_67,target_flux_per_ky_68,target_flux_per_ky_69,target_flux_per_ky_70,target_flux_per_ky_71,target_flux_per_ky_72,target_flux_per_ky_73,target_flux_per_ky_74,target_flux_per_ky_75,target_flux_per_ky_76,target_flux_per_ky_77,target_flux_per_ky_78,target_flux_per_ky_79,target_flux_per_ky_80,target_flux_per_ky_81,target_flux_per_ky_82,target_flux_per_ky_83,target_flux_per_ky_84,target_flux_per_ky_85,target_flux_per_ky_86,target_flux_per_ky_87,target_flux_per_ky_88,target_flux_per_ky_89,target_flux_per_ky_90,target_flux_per_ky_91,target_flux_per_ky_92,target_flux_per_ky_93,target_flux_per_ky_94,target_flux_per_ky_95
1.159992,4.794227,-0.038270555,-0.08283247,2.8055515,11.472782,-0.052512895,-0.13588372,4.1553254,17.098543,-0.048535675,-0.14146933,4.7864194,19.920942,-0.04331949,-0.1268752,5.1005588,21.36996,-0.039798226,-0.116260156,5.278344,22.18322,-0.0374355,-0.10945919,5.465192,22.98807,-0.03474298,-0.102115266,5.552663,23.309608,-0.033548884,-0.09898096,5.6013036,23.455683,-0.03309029,-0.09767747,5.6325374,23.536552,-0.032973092,-0.09716271,5.654019,23.591328,-0.03298133,-0.096955016,5.668795,23.631548,-0.033014912,-0.09685929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5336437,10.253391,35.0685,-0.059648514,2.3802376,16.299185,57.166527,-0.11289038,2.638252,18.628836,66.91443,-0.14448297,2.7303762,19.747654,71.73584,-0.15602663,2.767748,20.364517,74.310425,-0.16012523,2.7700577,20.738876,75.18828,-0.16104537,2.757628,21.20383,75.18032,-0.16081063,2.7611833,21.481504,75.17149,-0.16090855,2.763246,21.641846,75.16688,-0.16091615,2.764225,21.742256,75.1641,-0.16091585,2.7646816,21.809202,75.16227,-0.16091762,2.7649367,21.856031,75.16098,-0.16092029,2.76507,21.890078,75.160034,-0.16092277,2.7652426,21.960382,75.15804,-0.16092888,2.7652903,22.001476,75.1569,-0.16093308,2.7652729,22.025555,75.15627,-0.1609354,2.7652574,22.039583,75.15595,-0.16093653,2.7652564,22.047695,75.1558,-0.16093686,2.7652562,22.052385,75.15573,-0.16093689,2.7652562,22.055079,75.15571,-0.16093689,2.7652555,22.056545,75.15569,-0.1609369,2.765255,22.057291,75.15569,-0.1609369,2.765255,22.057655,75.15569,-0.16093689,2.765255,22.057817,75.15569,-0.16093689
1125.3237,5248.9795,170.43416,-11.740305,1803.1566,8370.186,248.57713,-19.067272,2081.8054,9610.023,252.45045,-22.285461,2227.018,10239.753,240.75662,-23.96152,2315.8196,10618.204,225.88637,-24.954433,2376.5386,10874.118,210.45229,-25.602919,2456.3132,11212.307,177.84587,-26.334702,2498.7783,11403.604,150.88223,-26.632877,2517.1167,11501.69,134.56976,-26.746487,2524.6995,11556.257,125.07114,-26.78376,2527.8198,11590.288,119.22556,-26.773584,2529.1711,11613.672,115.28424,-26.746637,2529.8064,11630.764,112.51433,-26.72354,2530.5393,11663.0205,107.70253,-26.690613,2530.7764,11683.227,105.182175,-26.681496,2530.9194,11695.701,103.94573,-26.678986,2531.0034,11703.266,103.390305,-26.678123,2531.0454,11707.765,103.16696,-26.677635,2531.0667,11710.372,103.08674,-26.67725,2531.0752,11711.832,103.06252,-26.67701,2531.079,11712.634,103.05685,-26.676886,2531.0808,11713.069,103.05602,-26.67682,2531.0813,11713.306,103.05612,-26.67679,2531.0813,11713.432,103.05628,-26.676773
-2513.9612,-2635.5364,969.93243,27.796572,-4021.573,-4218.33,1514.9542,49.349545,-4629.2266,-4856.1665,1697.6625,61.805157,-4932.78,-5171.3203,1776.6954,67.98204,-5106.357,-5348.2837,1816.7643,71.1803,-5214.734,-5456.444,1839.1372,72.93962,-5306.3384,-5549.0493,4186.237,76.33635,-5324.618,-5571.5347,7759.329,79.999084,-5334.6045,-5586.255,10286.99,83.15056,-5340.6357,-5597.316,12100.342,85.84659,-5344.5547,-5605.995,13422.877,87.84043,-5347.26,-5612.5083,14407.279,89.118195,-5349.2295,-5616.965,15158.488,89.866745,-5353.0107,-5621.8535,16727.98,90.783325,-5355.082,-5619.655,17811.316,90.88106,-5355.9766,-5616.199,18454.855,90.768875,-5356.298,-5614.154,18726.494,90.6508,-5356.4233,-5612.832,18802.9,90.58207,-5356.485,-5611.497,18819.564,90.55474,-5356.508,-5610.6,18822.91,90.54826,-5356.507,-5610.2974,18822.902,90.548294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05267273,0.21565221,5.504676,0.019736165,0.1105147,1.7903107,23.06147,0.09939848,0.1573174,3.796045,40.997814,0.16970654,0.20419137,5.4849977,46.542,0.18997094,0.2418283,6.8286877,46.42817,0.19648227,0.25600624,7.695492,46.357178,0.20014842,0.26317456,8.7888565,46.271652,0.20369196,0.26194674,9.465045,46.222218,0.20498084,0.25881043,9.942357,46.189472,0.20547757,0.25593123,10.308894,46.165752,0.20567225,0.25366896,10.607659,46.147354,0.20574091,0.2519768,10.862355,46.13238,0.20575291,0.2506448,11.086845,46.11981,0.20573746,0.2474168,11.714715,46.087734,0.20562248,0.24493861,12.420862,46.0572,0.20542175,0.24371502,13.303143,46.026154,0.20513833,0.24289101,14.455494,45.994015,0.20478095,0.24188039,15.886465,45.963867,0.2044095,0.2409591,17.462585,45.94008,0.20410633,0.23973121,18.980268,45.923622,0.20392464,0.23846067,20.243755,45.913708,0.20384493,0.23766303,21.112095,45.908936,0.20381068,0.23742709,21.586205,45.907173,0.20379727,0.23731543,21.798506,45.906647,0.2037943
10901.702,20413.781,618.4841,-22.9032,17312.406,32405.05,971.4147,-36.35014,19804.97,37050.516,1096.0416,-41.53708,21057.123,39374.004,1152.8878,-44.103058,21780.072,40709.48,1183.14,-45.557774,22231.848,41540.617,1200.8962,-46.45198,22729.713,42454.086,1219.5717,-47.42574,22946.94,42854.273,1227.5388,-47.847294,23030.49,43012.156,1230.8951,-48.00493,23055.098,43062.125,1232.1141,-48.016323,23155.596,43180.39,1235.3999,-48.023056,23246.434,43285.773,1238.2947,-47.816967,23250.697,43295.79,1238.4052,-47.42801,23259.404,43316.01,1238.0825,-46.642803,23264.217,43327.86,1237.5333,-46.315304,23266.107,43333.61,1237.2067,-46.28387,23267.322,43337.414,1236.8577,-46.269627,23273.42,43340.875,1236.5736,-46.26588,23279.922,43343.785,1236.4457,-46.264217,23280.348,43344.82,1236.3934,-46.261738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23280.814,43345.95,1236.361,-46.25864,23280.832,43345.977,1236.3617,-46.258583
1.0200737e-05,1.40448965e-05,-5.397933e-07,1.2813576e-06,0.012208322,0.01584663,-0.0009860335,0.00010393647,0.108456105,0.13411464,-0.0059199077,0.00059424166,0.36532104,0.4431723,-0.014427809,0.0017967871,0.7556077,0.90608627,-0.022618974,0.0033698073,1.1486838,1.3650807,-0.027914507,0.004584276,1.6841718,1.9695594,-0.031660374,0.0055458294,1.984573,2.2870615,-0.031745967,0.0055490304,2.1659782,2.4646454,-0.031061986,0.0052579194,2.2815425,2.5688968,-0.030342374,0.0048918743,2.3578866,2.6323562,-0.029789364,0.0045358427,2.4099247,2.6725419,-0.029408537,0.004219778,2.4464173,2.6990085,-0.029138695,0.0039524455,2.5105984,2.7423513,-0.028677247,0.003411796,0.0,0.0,0.0,0.0,2.5799143,2.7875137,-0.02855541,0.00295447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00024466126,0.00064900215,0.0674372,-0.00023080413,0.0003429129,0.0009870576,0.09660289,-0.00032584276,0.00034801813,0.0010785338,0.099583805,-0.00033108608,0.00046599883,0.0023536358,0.1335635,-0.00037367805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03122289,0.079491906,0.32078302,-0.0005954437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075584084,1.8015697,0.29590678,-0.00060763344,-0.072764374,2.9978614,0.276573,-0.0006275227,-0.069634065,4.6709647,0.2561079,-0.0006604271,-0.06676439,6.6694937,0.23792538,-0.0007071856,-0.06170033,8.70909,0.22456135,-0.00075530796,-0.05606875,10.497898,0.21589915,-0.00079323805,-0.0526834,11.813128,0.21046616,-0.0008229857,-0.049944058,12.600525,0.20755562,-0.00083970756,-0.048184704,12.97551,0.20641784,-0.00084391085
3176.815,60952.582,11654.776,-9.116634,5043.6455,97166.766,18616.646,-14.600693,5768.3965,111833.766,21492.865,-16.930817,6128.6924,119649.234,23071.576,-18.281662,6328.7153,124462.2,24081.396,-19.234085,6444.1875,127697.086,24791.36,-20.011803,6544.88,131751.55,25747.959,-21.462776,6553.5947,134112.39,26374.79,-23.068222,6517.3496,135631.7,26834.424,-25.03791,6461.7065,136689.97,27203.422,-27.393288,6404.8633,137476.3,27517.998,-29.967659,6357.145,138085.33,27789.316,-32.49652,6320.916,138566.95,28018.785,-34.74994,6255.037,139613.2,28533.514,-39.615997,6226.6816,140293.83,28864.988,-42.267532,6215.6553,140709.31,29049.713,-43.40162,6211.3535,140951.86,29140.395,-43.814133,6209.5776,141089.22,29180.016,-43.95044,6208.7637,141165.62,29195.87,-43.996933,6208.4346,141207.72,29201.662,-44.01761,6208.2964,141230.53,29203.54,-44.027412,6208.24,141242.7,29204.057,-44.03192,6208.2188,141249.06,29204.18,-44.034126,6208.211,141252.28,29204.205,-44.035057
-0.043633167,-0.2011323,-1.4175225,-0.019864181,-0.070826925,-0.33768943,-2.3366086,-0.034415662,-0.09744722,-0.5301328,-3.509673,-0.0535753,-0.1626432,-0.860513,-4.2173457,-0.06495337,-0.2505355,-1.2051082,-4.1898913,-0.06469286,-0.32650676,-1.4708657,-4.1730185,-0.064246126,-0.424651,-1.7879205,-4.157585,-0.06352914,-0.47226056,-1.9327872,-4.1528416,-0.063147105,-0.49427032,-1.9992435,-4.151247,-0.06297731,-0.5049071,-2.031735,-4.1506367,-0.062879086,-0.51057965,-2.048667,-4.1503997,-0.06276853,-0.5143379,-2.059656,-4.1502895,-0.06264897,-0.51714206,-2.068402,-4.150213,-0.06256052,-0.52172446,-2.0848565,-4.1501856,-0.062412634,-0.523708,-2.0947475,-4.1502976,-0.062346704,-0.5244306,-2.100234,-4.1504188,-0.06232056,-0.52470034,-2.103219,-4.15052,-0.0623087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53653246,1.1333507,19.884888,0.29743516,0.8549359,1.8583426,31.762774,0.40015376,0.0,0.0,0.0,0.0,1.0317913,2.3384879,37.045517,0.3833055,1.0544672,2.4119809,37.045406,0.38238493,1.0667511,2.4532745,37.04526,0.38188884,1.0777155,2.493059,37.045124,0.38141572,1.0813046,2.5084898,37.045097,0.3812256,1.0824722,2.5152233,37.045097,0.38113528,1.08275,2.5183628,37.045113,0.38108793,1.0826901,2.5198796,37.04513,0.38106123,1.0825075,2.5206187,37.045147,0.3810451,1.0822889,2.5209718,37.04516,0.3810349,1.0816492,2.5212922,37.045185,0.38101843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0801513,2.5239353,37.04517,0.38099536,1.08017,2.5252836,37.045143,0.3809951,1.0801784,2.5260928,37.04513,0.38099498,1.0801824,2.5265675,37.045124,0.38099495,1.0801842,2.5268254,37.045124,0.3809949,1.080185,2.5269518,37.04512,0.3809949,1.0801854,2.5270092,37.04512,0.3809949
-35.24961,292.67056,-8.3250265,-22.192663,-50.70073,440.63373,-18.4045,-31.211004,-52.868557,475.9221,-25.554226,-31.596329,-54.02091,488.9886,-28.425377,-31.677883,-54.652332,495.20102,-29.830896,-31.70717,-55.011524,498.64746,-30.605858,-31.71806,-55.376644,502.2518,-31.388462,-31.72689,-55.534283,503.9488,-31.730804,-31.73054,-55.612408,504.88693,-31.904842,-31.732616,-55.654915,505.46185,-32.002575,-31.733986,-55.679558,505.84058,-32.061684,-31.734945,-55.694546,506.10364,-32.099453,-31.73563,-55.70413,506.2938,-32.12456,-31.736137,-55.719757,506.66177,-32.16674,-31.737137,-55.726223,506.87537,-32.184082,-31.737732,-55.72895,506.99774,-32.190018,-31.73806,-55.730152,507.06638,-32.191727,-31.73822,-55.730675,507.10437,-32.19216,-31.73829,-55.730907,507.12537,-32.19226,-31.738316,-55.731003,507.13687,-32.19229,-31.738327,-55.73104,507.14334,-32.1923,-31.738329,-55.731064,507.14694,-32.192307,-31.73833,-55.73107,507.14896,-32.192307,-31.73833,-55.731075,507.15005,-32.192307,-31.73833
-0.052358054,6.333463,2.0214055,-0.77081674,-0.017748851,9.753601,2.788677,-1.1148623,0.052112132,10.770364,2.7640376,-1.151848,0.09140347,11.163342,2.7463393,-1.1568578,0.11071406,11.327948,2.7394798,-1.158581,0.12084297,11.402973,2.7367435,-1.1589922,0.1310534,11.467402,2.7344866,-1.1591415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869.4558,31145.186,1345.383,15.636097,4615.578,50191.086,2176.0696,25.483402,5349.9443,58341.797,2543.553,30.105465,5730.326,62680.527,2749.117,33.04273,5950.66,65289.785,2880.9224,35.41946,6086.292,66974.586,2972.7922,37.559933,6231.7344,68921.016,3092.475,41.482246,6296.5283,69881.305,3164.3467,44.598976,6332.244,70378.586,3209.9326,45.505463,6362.048,70653.69,3239.8623,43.647034,6331.99,70866.195,3399.956,42.153885,6262.1562,71056.89,3642.895,41.767548,6215.831,71202.17,3817.9426,41.040283,6134.873,71507.16,4148.99,38.85135,6100.183,71692.97,4313.5806,37.158737,6085.862,71802.555,4393.5815,36.158005,6080.337,71863.93,4429.803,35.679054,6078.323,71895.55,4443.4243,35.47651,6077.5747,71911.49,4447.7515,35.377235,6077.318,71919.9,4448.961,35.337227,6077.2095,71924.29,4449.2524,35.322464,6077.1655,71926.6,4449.32,35.31755,6077.1504,71927.81,4449.34,35.31598,6077.144,71928.43,4449.347,35.31553
-1.5168084,1.3887342,143.32693,4.2676954,-2.2704198,2.1087132,218.05818,6.2751784,-2.2879813,2.6094081,231.70186,6.530239,-2.1663797,3.0613732,231.68796,6.5330687,-2.1113107,3.270856,231.68318,6.534885,-2.082907,3.381471,231.68135,6.5359855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.015605107,0.08554475,0.053913575,0.04133384,0.012692051,0.59275776,0.024470337,0.060209036,0.14280382,1.9425709,-0.07158231,0.061817344,0.32639933,3.631075,-0.16833729,0.056848977,0.47246653,4.864114,-0.23138274,0.050882936,0.56376636,5.5802946,-0.26138428,0.048304398,0.6537727,6.301743,-0.28503728,0.046552368,0.6860451,6.592766,-0.29043922,0.046016227,0.69670165,6.716358,-0.2906196,0.045758966,0.622665,6.769899,-0.29414836,0.045641065,0.500949,6.8001943,-0.30093786,0.045613997,0.41601178,6.8249774,-0.30639446,0.045597676,0.35579517,6.84599,-0.31078598,0.045584295,0.25201944,6.8982015,-0.31993917,0.045555513,0.20802853,6.941911,-0.3252076,0.04553459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16618937,7.023819,-0.33161306,0.04550429,0.16607814,7.035486,-0.3320543,0.045506448,0.16598587,7.041972,-0.33222777,0.045507252,0.16595793,7.0446267,-0.3322583,0.045507476,0.16594034,7.046056,-0.33226722,0.045507606,0.1659337,7.046706,-0.33226928,0.04550765,0.16593122,7.0470037,-0.33226967,0.045507666
-7.242168e-06,0.0042431103,-1.7450238e-05,4.00776e-05,3.5622215e-06,0.006587571,-2.1524218e-05,5.123979e-05,0.000979724,0.016588531,-3.0720028e-05,3.2755634e-05,0.0044668713,0.05188686,-0.00048499802,4.9584884e-05,0.011706088,0.12364493,-0.0017842343,0.00015674351,0.0200176,0.20220913,-0.0031817576,0.00028777722,0.031386137,0.30035725,-0.0045009777,0.0004548901,0.025555015,0.33727562,-0.004862748,0.00051700085,0.01302525,0.34562787,-0.0049247164,0.0005024502,0.007062368,0.3489534,-0.004889854,0.00048061754,0.003053464,0.3500107,-0.0048632724,0.0004761712,-0.00013867766,0.35052812,-0.0048387684,0.00047647953,-0.002609191,0.35083395,-0.004819427,0.00047818525,-0.0076041804,0.35140178,-0.00478117,0.00048272585,-0.010573721,0.35182667,-0.0047595166,0.0004850532,-0.012225093,0.3522774,-0.004747746,0.00048565335,-0.013145936,0.35275376,-0.0047412426,0.00048569584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0174136,13.641109,1.4181229,-1.0830816,14.652375,48.24992,3.5277026,-2.4226153,26.59487,86.92996,5.3676605,-3.398961,33.80441,110.486946,6.304785,-3.7804472,37.666042,123.28888,6.778531,-3.9348934,39.81762,130.52026,7.029518,-4.0054955,41.862225,137.502,7.2363634,-4.0619082,42.61924,140.17197,7.275478,-4.0752907,42.939636,141.37305,7.2616034,-4.0743523,43.097324,142.02408,7.234342,-4.06913,43.177635,142.38907,7.205732,-4.064067,43.507664,142.87614,7.184479,-4.0601807,44.013332,143.4703,7.172718,-4.0576706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934.1658,5209.9624,105.93766,-13.727927,1463.6763,8128.9736,149.63792,-21.314522,1651.0538,9125.746,146.82515,-23.72556,1741.5208,9594.366,137.75385,-24.710926,1793.5535,9858.557,128.51877,-25.169989,1826.9269,10025.207,120.054016,-25.396364,1868.7776,10228.424,103.751976,-25.556067,1898.5269,10366.188,83.679565,-25.517233,1920.0507,10463.536,65.13687,-25.418093,1931.8954,10516.993,54.004974,-25.34216,1938.2837,10546.522,47.796535,-25.29601,1940.2563,10568.623,43.020527,-25.248543,1939.8999,10588.196,38.710133,-25.205242,1939.0917,10625.2295,31.262264,-25.159416,1938.5854,10646.163,27.850386,-25.152628,1938.3756,10657.783,26.424137,-25.152063,1938.3187,10664.224,25.856758,-25.152462,1938.3083,10667.807,25.641966,-25.1528,1938.3085,10669.802,25.566412,-25.152927,1938.3098,10670.901,25.541817,-25.152943,1938.3105,10671.502,25.534288,-25.152912,1938.3112,10671.822,25.53219,-25.152859,1938.3114,10671.99,25.531666,-25.152815,1938.3116,10672.074,25.531548,-25.152786
0.0006333959,0.0036725164,-0.00010089165,-9.795822e-05,0.024937926,0.1250845,-0.008287276,-0.0013130489,0.15172526,0.7223631,-0.046669245,-0.006653584,0.431225,1.9961569,-0.121173844,-0.016720241,0.7958694,3.6292338,-0.2075203,-0.027852401,1.1072092,5.0179133,-0.27471918,-0.035988502,1.4543458,6.5832047,-0.34280613,-0.043553516,1.607073,7.298047,-0.3691994,-0.046187088,1.6782804,7.6540146,-0.3802963,-0.04732266,1.7124228,7.8436713,-0.38513523,-0.047941886,1.7284545,7.9494743,-0.3872068,-0.048326503,1.7348162,8.00777,-0.38791102,-0.048550162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7701598,8.518418,-0.3907082,-0.05040761,1.7700847,8.5242815,-0.3907374,-0.050408207,1.7700427,8.527338,-0.39074302,-0.050408524,1.7700231,8.52885,-0.39074317,-0.05040871,1.7700162,8.529581,-0.39074272,-0.050408803
11562.104,41943.027,1365.5109,-69.32398,19244.818,69698.61,2215.93,-115.90175,23105.16,83491.13,2566.8748,-139.85303,25310.67,91265.27,2715.0044,-153.7167,26710.023,96130.23,2775.694,-162.49916,27663.338,99401.61,2795.9902,-168.39224,28861.752,103453.01,2791.155,-175.5081,29549.55,105737.016,2766.5305,-179.25876,29969.469,107116.55,2741.0383,-181.30019,30225.643,107955.66,2720.76,-182.40181,30369.557,108429.34,2708.2727,-182.96658,30441.117,108668.07,2702.7551,-183.22173,30560.008,109061.15,2667.9868,-181.82152,30962.477,110447.16,2524.6948,-176.32509,31120.809,111115.38,2462.68,-174.94197,31177.291,111449.16,2439.498,-174.60002,31196.725,111618.08,2432.568,-174.56413,31203.879,111703.76,2431.0945,-174.59827,31206.68,111746.79,2430.9226,-174.62534,31207.865,111768.13,2430.921,-174.63513,31208.314,111778.375,2430.9194,-174.63692,31208.477,111783.4,2430.9172,-174.63678,31208.537,111786.02,2430.9155,-174.63635,31208.56,111787.43,2430.9146,-174.63608
0.0017864853,0.010637498,0.00836402,0.00023858884,0.00463094,0.03029264,0.01036991,0.00017362603,0.011464256,0.08765771,0.006032924,-0.0001354934,0.024514657,0.21298854,-0.003532301,-4.50707e-05,0.039021797,0.3762153,-0.014819829,0.0003958861,0.0505834,0.5386267,-0.024241466,0.0007889465,0.05983264,0.7588806,-0.033361856,0.001275436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.028018173,0.13698861,0.06599121,-0.05495547,-0.055735223,0.5766054,0.10804314,-0.124178186,-0.07876217,1.3257098,0.1442761,-0.20665258,-0.106503315,2.392189,0.22328497,-0.2952351,-0.15233552,3.7143507,0.33190227,-0.38446894,-0.20907602,4.8691936,0.42335704,-0.4568936,-0.31911936,6.1962104,0.5316788,-0.54055595,-0.41537285,6.797308,0.584535,-0.58102477,-0.48940986,7.0798225,0.61091024,-0.60102797,-0.543834,7.2287073,0.624953,-0.6119781,-0.5870651,7.321044,0.63380086,-0.61900073,-0.62232506,7.3826675,0.6395703,-0.6234116,-0.651644,7.4274106,0.64348555,-0.626209,-0.7158431,7.509215,0.6500257,-0.6303673,-0.769967,7.5538154,0.65419924,-0.632224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.690301,85.38952,79.21906,0.6708826,15.575532,133.92508,128.93037,1.041669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882.067,14554.406,418.1026,-18.321905,3111.7004,24085.348,683.8832,-29.795887,3710.4001,28759.451,802.36096,-34.667343,4046.0586,31410.254,859.95105,-36.84893,4254.59,33084.082,889.1873,-37.822968,4393.127,34220.207,903.91583,-38.220726,4560.445,35647.33,914.05804,-38.359394,4650.579,36475.32,913.4154,-38.21091,4702.7993,37001.875,909.6276,-38.037277,4734.546,37358.848,905.224,-37.896797,4754.533,37612.633,901.1198,-37.793747,4767.464,37799.875,897.5337,-37.72086,4776.016,37942.195,894.411,-37.669968,4789.977,38236.484,886.9606,-37.582207,4795.316,38427.164,881.20166,-37.5454,4797.146,38546.688,877.1063,-37.535645,4797.847,38615.266,874.6491,-37.539097,4798.1665,38651.195,873.62537,-37.542408,4798.3228,38670.266,873.34375,-37.54168,4798.3906,38680.426,873.2887,-37.540924,4798.4224,38685.84,873.2851,-37.540447,4798.436,38688.72,873.288,-37.540207,4798.443,38690.234,873.28973,-37.540092,4798.446,38691.02,873.2904,-37.54004
